number,author,dependabot,category,title,created_at,merged_at,url
42890,rusackas,False,fix,fix(ci): enforce a single Alembic migration head,2026-08-07T16:23:32Z,2026-08-13T12:38:46Z,https://github.com/apache/superset/pull/42890
42891,rusackas,False,dependency,chore(deps): widen dremio/exasol/firebird/redshift/risingwave caps for SQLAlchemy 2.0,2026-08-07T16:33:28Z,2026-08-08T08:35:44Z,https://github.com/apache/superset/pull/42891
42893,dependabot[bot],True,dependency,chore(deps): bump dompurify from 3.4.12 to 3.4.13 in /superset-frontend,2026-08-07T17:06:15Z,2026-08-07T18:00:19Z,https://github.com/apache/superset/pull/42893
42894,dependabot[bot],True,dependency,chore(deps): bump dompurify from 3.4.12 to 3.4.13 in /docs,2026-08-07T17:06:22Z,2026-08-07T17:23:31Z,https://github.com/apache/superset/pull/42894
42895,rusackas,False,feature,feat(metrics): add MEDIAN/STDDEV_SAMP/VAR_SAMP as system-wide aggregates,2026-08-07T17:27:16Z,2026-08-21T11:15:17Z,https://github.com/apache/superset/pull/42895
42896,sadpandajoe,False,fix,fix(sqllab): async queries no longer stuck at Running forever,2026-08-07T17:52:45Z,2026-08-15T00:47:11Z,https://github.com/apache/superset/pull/42896
42897,rusackas,False,fix,fix(models): enforce one OAuth2 token per user+database,2026-08-07T18:25:58Z,2026-08-15T04:50:57Z,https://github.com/apache/superset/pull/42897
42898,eschutho,False,fix,fix(dashboard): preserve native filter keys for dataset-less filters on save,2026-08-07T20:40:59Z,2026-08-18T18:30:50Z,https://github.com/apache/superset/pull/42898
42902,dependabot[bot],True,dependency,chore(deps): bump nanoid from 3.3.16 to 3.3.18 in /docs,2026-08-08T03:01:43Z,2026-08-08T03:08:38Z,https://github.com/apache/superset/pull/42902
42903,dependabot[bot],True,dependency,"chore(deps-dev): update starrocks requirement from <2,>=1.3.3 to >=1.3.4,<2",2026-08-08T07:03:07Z,2026-08-08T08:54:54Z,https://github.com/apache/superset/pull/42903
42905,dependabot[bot],True,dependency,chore(deps-dev): bump pyinstrument from 5.1.2 to 5.1.3,2026-08-08T07:03:34Z,2026-08-08T08:54:52Z,https://github.com/apache/superset/pull/42905
42906,dependabot[bot],True,dependency,chore(deps): bump cryptography from 49.0.0 to 50.0.0,2026-08-08T07:03:54Z,2026-08-10T06:42:10Z,https://github.com/apache/superset/pull/42906
42908,dependabot[bot],True,dependency,"chore(deps-dev): update playwright requirement from <2,>=1.61.0 to >=1.62.0,<2",2026-08-08T07:04:28Z,2026-08-08T08:54:49Z,https://github.com/apache/superset/pull/42908
42909,dependabot[bot],True,dependency,chore(deps-dev): update teradatasql requirement from >=20.0.0.63 to >=20.0.0.64,2026-08-08T07:05:27Z,2026-08-08T08:54:46Z,https://github.com/apache/superset/pull/42909
42911,verdier,False,fix,fix(explore): stop the viz switcher from overflowing the control panel,2026-08-08T09:45:37Z,2026-08-10T19:36:24Z,https://github.com/apache/superset/pull/42911
42915,aminghadersohi,False,dependency,chore(deps): restore redis floor to >=5.0.0,2026-08-08T15:00:11Z,2026-08-10T00:41:55Z,https://github.com/apache/superset/pull/42915
42916,eschutho,False,fix,fix: commit migration write in get_shared_value to stop recurring md5 deprecation warning,2026-08-08T16:12:45Z,2026-08-12T22:02:35Z,https://github.com/apache/superset/pull/42916
42917,eschutho,False,fix,fix(sqllab): wrap process_template() in format_sql to prevent raw UndefinedError leak,2026-08-08T16:34:57Z,2026-08-10T22:02:10Z,https://github.com/apache/superset/pull/42917
42920,waterWang,False,fix,fix(import): isolate per-tag import in a SAVEPOINT to avoid poisoned session (#42912),2026-08-08T20:59:07Z,2026-08-15T04:56:44Z,https://github.com/apache/superset/pull/42920
42927,AryaKetanShCt,False,fix,fix: drop post-processing options the operation no longer accepts,2026-08-09T02:39:15Z,2026-08-20T01:15:16Z,https://github.com/apache/superset/pull/42927
42928,rusackas,False,fix,fix(sql-lab): improved SQL statement parsing and validation,2026-08-09T03:00:32Z,2026-08-12T02:35:43Z,https://github.com/apache/superset/pull/42928
42929,rusackas,False,fix,"fix(dataset): improve dataset, report, and expression validation",2026-08-09T03:00:34Z,2026-08-13T03:13:45Z,https://github.com/apache/superset/pull/42929
42930,rusackas,False,fix,fix(api): improved request handling and embedded dashboard scoping,2026-08-09T03:00:35Z,2026-08-18T06:50:25Z,https://github.com/apache/superset/pull/42930
42934,rusackas,False,fix,fix(security): harden account password-change and session-invalidation handling,2026-08-09T15:55:58Z,2026-08-18T16:40:09Z,https://github.com/apache/superset/pull/42934
42935,rusackas,False,fix,"fix(mcp): require issuer-aware resolver for multi-issuer JWT, fix sanitizer input ordering",2026-08-09T15:56:04Z,2026-08-10T22:56:46Z,https://github.com/apache/superset/pull/42935
42936,rusackas,False,fix,"fix: verify database access before dataset repointing, and tab ownership before tab-state updates",2026-08-09T15:56:10Z,2026-08-11T23:07:59Z,https://github.com/apache/superset/pull/42936
42937,rusackas,False,other,chore(security): warn when legacy encryption engine is configured,2026-08-09T15:56:16Z,2026-08-11T16:35:47Z,https://github.com/apache/superset/pull/42937
42938,rusackas,False,fix,"fix: bind permission-sync task to user id, use per-user RLS cache sentinel on parse failure",2026-08-09T15:56:22Z,2026-08-12T02:35:41Z,https://github.com/apache/superset/pull/42938
42940,hainenber,False,feature,feat(build): reinstate `no-restricted-imports` lint rule for `lodash`,2026-08-09T16:46:18Z,2026-08-10T02:28:42Z,https://github.com/apache/superset/pull/42940
42942,rusackas,False,fix,fix(deckgl): normalize legend swatch alpha channel to 0-1 for CSS rgba(),2026-08-09T23:34:10Z,2026-08-10T19:35:25Z,https://github.com/apache/superset/pull/42942
42943,rusackas,False,other,docs(mcp): add update_dashboard to write-tools enumeration,2026-08-09T23:35:11Z,2026-08-10T17:25:04Z,https://github.com/apache/superset/pull/42943
42944,rusackas,False,fix,fix(mcp): reject list values for ne on relationship filters,2026-08-09T23:35:38Z,2026-08-11T07:42:13Z,https://github.com/apache/superset/pull/42944
42945,rusackas,False,fix,fix(helm): add missing task modules to default CeleryConfig imports,2026-08-09T23:44:54Z,2026-08-10T05:06:45Z,https://github.com/apache/superset/pull/42945
42946,rusackas,False,fix,fix(export): derive chart_hashes and zip from a single chart list,2026-08-09T23:47:06Z,2026-08-11T16:35:59Z,https://github.com/apache/superset/pull/42946
42947,rusackas,False,other,docs: document CACHE_REDIS_SOCKET_TIMEOUT/CONNECT_TIMEOUT config keys,2026-08-10T00:29:10Z,2026-08-10T17:26:18Z,https://github.com/apache/superset/pull/42947
42948,rusackas,False,other,docs: document color picker for conditional formatting rule colors,2026-08-10T00:42:41Z,2026-08-10T17:26:37Z,https://github.com/apache/superset/pull/42948
42949,rusackas,False,fix,fix(security_manager): stop SupersetAuthView from shadowing AUTH_REMOTE_USER,2026-08-10T01:00:55Z,2026-08-13T01:09:46Z,https://github.com/apache/superset/pull/42949
42950,rusackas,False,other,"docs: document number format presets, including distance/length units",2026-08-10T01:54:21Z,2026-08-10T17:27:22Z,https://github.com/apache/superset/pull/42950
42951,rusackas,False,other,docs(security): document the read-only Subject REST API,2026-08-10T01:57:15Z,2026-08-10T17:27:54Z,https://github.com/apache/superset/pull/42951
42952,rusackas,False,other,docs(exploring-data): document CSV/XLSX download in drill modals,2026-08-10T01:57:49Z,2026-08-10T17:28:15Z,https://github.com/apache/superset/pull/42952
42953,rusackas,False,other,docs(cache): document native filter option cache warm-up strategy,2026-08-10T01:59:03Z,2026-08-10T17:28:36Z,https://github.com/apache/superset/pull/42953
42955,jethac,False,fix,fix(tech-debt): measure oxlint metrics against the project's ruleset,2026-08-10T02:04:29Z,2026-08-10T02:26:15Z,https://github.com/apache/superset/pull/42955
42957,chkang83,False,fix,fix(dashboard): preserve certification fields when Certification panel is closed,2026-08-10T05:26:00Z,2026-08-14T18:19:40Z,https://github.com/apache/superset/pull/42957
42958,dependabot[bot],True,dependency,chore(deps-dev): bump globals from 17.8.0 to 17.9.0 in /superset-websocket,2026-08-10T07:03:26Z,2026-08-10T11:53:30Z,https://github.com/apache/superset/pull/42958
42959,dependabot[bot],True,dependency,chore(deps): bump ioredis from 5.11.1 to 6.0.0 in /superset-websocket,2026-08-10T07:03:35Z,2026-08-10T19:35:57Z,https://github.com/apache/superset/pull/42959
42960,dependabot[bot],True,dependency,chore(deps): bump zizmorcore/zizmor-action from 0.6.1 to 0.6.2,2026-08-10T07:04:25Z,2026-08-10T08:29:50Z,https://github.com/apache/superset/pull/42960
42961,dependabot[bot],True,dependency,chore(deps): bump antd from 6.5.2 to 6.5.3 in /docs,2026-08-10T07:04:59Z,2026-08-10T11:53:14Z,https://github.com/apache/superset/pull/42961
42962,dependabot[bot],True,dependency,chore(deps-dev): bump globals from 17.8.0 to 17.9.0 in /docs,2026-08-10T07:05:22Z,2026-08-10T08:29:09Z,https://github.com/apache/superset/pull/42962
42963,dependabot[bot],True,dependency,chore(deps): bump js-yaml from 5.2.2 to 5.2.3 in /docs,2026-08-10T07:05:57Z,2026-08-10T08:28:30Z,https://github.com/apache/superset/pull/42963
42964,dependabot[bot],True,dependency,chore(deps): bump baseline-browser-mapping from 2.11.8 to 2.11.11 in /docs,2026-08-10T07:06:18Z,2026-08-10T08:28:26Z,https://github.com/apache/superset/pull/42964
42965,dependabot[bot],True,dependency,chore(deps): bump github/codeql-action/analyze from 4.37.3 to 4.37.5,2026-08-10T07:06:19Z,2026-08-10T09:39:14Z,https://github.com/apache/superset/pull/42965
42966,dependabot[bot],True,dependency,chore(deps-dev): bump @babel/types from 7.29.7 to 7.29.8 in /superset-frontend in the babel group,2026-08-10T07:06:24Z,2026-08-10T08:28:20Z,https://github.com/apache/superset/pull/42966
42967,dependabot[bot],True,dependency,chore(deps): bump github/codeql-action/init from 4.37.3 to 4.37.5,2026-08-10T07:07:54Z,2026-08-10T08:28:17Z,https://github.com/apache/superset/pull/42967
42968,dependabot[bot],True,dependency,chore(deps): bump actions/setup-java from 5.6.0 to 5.7.0,2026-08-10T07:08:02Z,2026-08-10T14:54:42Z,https://github.com/apache/superset/pull/42968
42969,dependabot[bot],True,dependency,chore(deps): bump Kesin11/actions-timeline from 3.1.1 to 3.2.0,2026-08-10T07:08:08Z,2026-08-10T08:28:11Z,https://github.com/apache/superset/pull/42969
42970,dependabot[bot],True,dependency,chore(deps-dev): bump eslint-plugin-jest-dom from 5.7.0 to 5.10.1 in /superset-frontend,2026-08-10T07:09:14Z,2026-08-10T08:28:06Z,https://github.com/apache/superset/pull/42970
42971,dependabot[bot],True,dependency,chore(deps-dev): bump tsx from 4.23.1 to 4.23.5 in /superset-frontend,2026-08-10T07:10:27Z,2026-08-10T08:28:02Z,https://github.com/apache/superset/pull/42971
42972,dependabot[bot],True,dependency,chore(deps-dev): bump baseline-browser-mapping from 2.11.8 to 2.11.11 in /superset-frontend,2026-08-10T07:10:54Z,2026-08-10T08:27:59Z,https://github.com/apache/superset/pull/42972
42973,dependabot[bot],True,dependency,chore(deps): bump antd from 6.5.2 to 6.5.3 in /superset-frontend,2026-08-10T07:11:45Z,2026-08-10T08:27:56Z,https://github.com/apache/superset/pull/42973
42974,dependabot[bot],True,dependency,chore(deps-dev): bump @types/lodash from 4.17.24 to 4.17.25 in /superset-frontend,2026-08-10T07:12:52Z,2026-08-10T08:27:52Z,https://github.com/apache/superset/pull/42974
42976,Abdulrehman-PIAIC80387,False,feature,feat(postprocessing): teach pivot() to compute percent-of-row/col/total (#42809),2026-08-10T07:44:42Z,2026-08-29T03:34:15Z,https://github.com/apache/superset/pull/42976
42995,Bernedotcom2312,False,fix,fix(helm): stop shipping conflicting podDisruptionBudget defaults,2026-08-10T09:14:57Z,2026-08-13T20:02:51Z,https://github.com/apache/superset/pull/42995
42996,Antonio-RiveroMartnez,False,feature,feat(database): identify configured database connection errors,2026-08-10T09:16:52Z,2026-08-10T12:14:42Z,https://github.com/apache/superset/pull/42996
43005,onheap,False,fix,fix(rls): handle same-named CTEs and quoted aliases in the SQL rewrite,2026-08-10T16:30:28Z,2026-08-12T13:38:37Z,https://github.com/apache/superset/pull/43005
43006,endimonan,False,fix,fix(explore): hide Superset annotation source for users without annotation access,2026-08-10T18:00:53Z,2026-08-13T01:51:39Z,https://github.com/apache/superset/pull/43006
43009,rusackas,False,other,docs: document FAB_API_SWAGGER_UI_SUPERSET_APP_ROOT config flag,2026-08-10T19:52:41Z,2026-08-10T22:49:47Z,https://github.com/apache/superset/pull/43009
43010,rusackas,False,other,docs(dashboard): document the expand_all_slices metadata flag,2026-08-10T19:54:58Z,2026-08-10T22:50:04Z,https://github.com/apache/superset/pull/43010
43011,rusackas,False,other,docs(dashboard): document native filters on semantic views,2026-08-10T19:56:54Z,2026-08-10T22:50:34Z,https://github.com/apache/superset/pull/43011
43012,rusackas,False,fix,fix(reports): translate execute-now success message,2026-08-10T20:03:18Z,2026-08-10T22:51:06Z,https://github.com/apache/superset/pull/43012
43013,rusackas,False,fix,"fix(sunburst): keep SQL null and literal string ""null"" as distinct groups",2026-08-10T20:03:39Z,2026-08-13T18:07:06Z,https://github.com/apache/superset/pull/43013
43014,rusackas,False,fix,fix(frontend): remove any type and duplicate route in routes.tsx,2026-08-10T20:04:53Z,2026-08-10T22:51:58Z,https://github.com/apache/superset/pull/43014
43015,rusackas,False,fix,fix(sqllab): make MenuDotsDropdown trigger focusable for tab rename,2026-08-10T20:09:30Z,2026-08-13T17:26:59Z,https://github.com/apache/superset/pull/43015
43016,rusackas,False,fix,fix(common): remove unsupported cross join mode from left_join_df,2026-08-10T20:12:40Z,2026-08-11T16:35:16Z,https://github.com/apache/superset/pull/43016
43018,rusackas,False,fix,fix(reports): make webhook notification request timeout configurable,2026-08-10T20:30:43Z,2026-08-11T16:35:02Z,https://github.com/apache/superset/pull/43018
43019,rusackas,False,fix,fix(theming): guard ensureStaticPrefix against null/undefined input,2026-08-10T20:31:40Z,2026-08-11T00:41:34Z,https://github.com/apache/superset/pull/43019
43023,rusackas,False,other,test(explore): add end-to-end regression test for DatasourcePanel through the real AutoSizer + react-window List pipeline,2026-08-10T22:06:00Z,2026-08-11T16:34:07Z,https://github.com/apache/superset/pull/43023
43027,rusackas,False,feature,"feat(table): allow choosing Sum or Average for the ""Show summary"" totals row",2026-08-10T22:45:47Z,2026-08-13T20:15:24Z,https://github.com/apache/superset/pull/43027
43028,madhushreeag,False,feature,"feat(Reports&Alerts): remove Selenium support, require Playwright",2026-08-10T22:52:19Z,2026-08-11T23:06:27Z,https://github.com/apache/superset/pull/43028
43029,rusackas,False,dependency,chore(deps): bump sqlglot from 30.15.0 to 30.16.0,2026-08-10T23:31:07Z,2026-08-11T17:16:45Z,https://github.com/apache/superset/pull/43029
43031,eschutho,False,fix,fix(reports): fail closed on alert screenshot capture instead of delivering a blank,2026-08-11T01:21:52Z,2026-08-18T04:03:16Z,https://github.com/apache/superset/pull/43031
43033,dependabot[bot],True,dependency,chore(deps-dev): bump oxfmt from 0.61.0 to 0.62.0 in /superset-websocket,2026-08-11T07:03:36Z,2026-08-11T16:48:42Z,https://github.com/apache/superset/pull/43033
43034,dependabot[bot],True,dependency,chore(deps-dev): bump typescript-eslint from 8.65.0 to 8.66.0 in /superset-websocket,2026-08-11T07:03:46Z,2026-08-11T13:43:17Z,https://github.com/apache/superset/pull/43034
43035,dependabot[bot],True,dependency,chore(deps-dev): bump @typescript-eslint/parser from 8.65.0 to 8.66.0 in /superset-websocket,2026-08-11T07:03:56Z,2026-08-11T13:43:13Z,https://github.com/apache/superset/pull/43035
43036,dependabot[bot],True,dependency,chore(deps): bump ws from 8.21.1 to 8.21.2 in /superset-websocket,2026-08-11T07:04:04Z,2026-08-11T13:42:50Z,https://github.com/apache/superset/pull/43036
43037,dependabot[bot],True,dependency,chore(deps): bump the storybook group across 1 directory with 2 updates,2026-08-11T07:04:35Z,2026-08-11T16:48:45Z,https://github.com/apache/superset/pull/43037
43038,dependabot[bot],True,dependency,chore(deps-dev): bump the typescript-eslint group across 1 directory with 2 updates,2026-08-11T07:04:37Z,2026-08-11T23:28:52Z,https://github.com/apache/superset/pull/43038
43039,dependabot[bot],True,dependency,chore(deps-dev): bump the typescript-eslint group across 1 directory with 3 updates,2026-08-11T07:05:24Z,2026-08-11T16:48:39Z,https://github.com/apache/superset/pull/43039
43040,dependabot[bot],True,dependency,chore(deps): bump github/codeql-action/analyze from 4.37.5 to 4.37.6,2026-08-11T07:05:55Z,2026-08-11T16:34:49Z,https://github.com/apache/superset/pull/43040
43041,dependabot[bot],True,dependency,chore(deps): bump swagger-ui-react from 5.32.11 to 5.32.12 in /docs,2026-08-11T07:06:05Z,2026-08-11T13:42:47Z,https://github.com/apache/superset/pull/43041
43042,dependabot[bot],True,dependency,chore(deps-dev): bump oxfmt from 0.61.0 to 0.62.0 in /docs,2026-08-11T07:06:21Z,2026-08-11T13:43:09Z,https://github.com/apache/superset/pull/43042
43043,dependabot[bot],True,dependency,chore(deps): bump baseline-browser-mapping from 2.11.11 to 2.11.12 in /docs,2026-08-11T07:06:29Z,2026-08-11T13:42:43Z,https://github.com/apache/superset/pull/43043
43044,dependabot[bot],True,dependency,chore(deps): bump github/codeql-action/init from 4.37.5 to 4.37.6,2026-08-11T07:07:23Z,2026-08-11T13:42:54Z,https://github.com/apache/superset/pull/43044
43045,dependabot[bot],True,dependency,chore(deps-dev): bump the storybook group in /superset-frontend with 5 updates,2026-08-11T07:10:06Z,2026-08-11T13:43:06Z,https://github.com/apache/superset/pull/43045
43046,dependabot[bot],True,dependency,chore(deps-dev): bump oxfmt from 0.61.0 to 0.62.0 in /superset-frontend,2026-08-11T07:11:04Z,2026-08-11T23:28:49Z,https://github.com/apache/superset/pull/43046
43047,dependabot[bot],True,dependency,chore(deps): bump @googleapis/sheets from 13.0.2 to 14.0.0 in /superset-frontend,2026-08-11T07:11:51Z,2026-08-15T07:23:13Z,https://github.com/apache/superset/pull/43047
43048,dependabot[bot],True,dependency,chore(deps-dev): bump baseline-browser-mapping from 2.11.11 to 2.11.12 in /superset-frontend,2026-08-11T07:12:46Z,2026-08-11T16:42:17Z,https://github.com/apache/superset/pull/43048
43049,dependabot[bot],True,dependency,chore(deps-dev): bump oxlint from 1.76.0 to 1.77.0 in /superset-frontend,2026-08-11T07:13:40Z,2026-08-11T13:43:02Z,https://github.com/apache/superset/pull/43049
43050,dependabot[bot],True,dependency,chore(deps): bump nanoid from 6.0.0 to 6.0.1 in /superset-frontend,2026-08-11T07:15:17Z,2026-08-11T13:42:40Z,https://github.com/apache/superset/pull/43050
43052,dependabot[bot],True,dependency,chore(deps): bump markdown-to-jsx from 9.10.1 to 9.10.2 in /superset-frontend,2026-08-11T07:16:40Z,2026-08-11T13:42:35Z,https://github.com/apache/superset/pull/43052
43056,greggailly,False,fix,fix: set maxHeight of List components to height when in AutoSizer,2026-08-11T09:15:18Z,2026-08-19T23:56:31Z,https://github.com/apache/superset/pull/43056
43063,nrps9909,False,fix,fix(i18n): review Traditional Chinese count labels,2026-08-11T14:36:11Z,2026-08-25T17:28:13Z,https://github.com/apache/superset/pull/43063
43065,michael-s-molina,False,feature,feat: Initial design of containers,2026-08-11T16:19:56Z,2026-08-11T17:24:21Z,https://github.com/apache/superset/pull/43065
43066,gabotorresruiz,False,fix,fix(mcp): harden the embedded-guest chart data-read path,2026-08-11T16:59:18Z,2026-08-14T17:55:11Z,https://github.com/apache/superset/pull/43066
43073,endimonan,False,fix,fix(cache): warm native dashboard filter defaults,2026-08-11T17:51:20Z,2026-08-13T05:30:49Z,https://github.com/apache/superset/pull/43073
43074,rusackas,False,fix,fix(encrypt): stop naive padding from truncating secrets ending in '*',2026-08-11T20:06:59Z,2026-08-13T20:15:38Z,https://github.com/apache/superset/pull/43074
43075,rusackas,False,fix,fix(deck.gl): dismiss custom tooltips on hover-out,2026-08-11T20:22:50Z,2026-08-12T02:32:43Z,https://github.com/apache/superset/pull/43075
43077,eschutho,False,fix,fix(reports): wait for ECharts paint before capturing report screenshots,2026-08-11T20:46:07Z,2026-08-18T04:02:37Z,https://github.com/apache/superset/pull/43077
43078,rebenitez1802,False,fix,fix(GridTable): remove unused rowSelection option to silence AG Grid error #200,2026-08-11T20:56:21Z,2026-08-12T21:07:41Z,https://github.com/apache/superset/pull/43078
43079,rusackas,False,other,"chore(codeowners): trim stale ownership blocks, reword maps notice",2026-08-11T21:27:28Z,2026-08-12T06:29:47Z,https://github.com/apache/superset/pull/43079
43080,glaterza,False,fix,fix(i18n-es): correct stranded translations in API key and semantic layer catalogs,2026-08-11T22:35:26Z,2026-08-15T00:40:24Z,https://github.com/apache/superset/pull/43080
43082,dependabot[bot],True,dependency,chore(deps): bump dompurify from 3.4.12 to 3.4.13 in /superset-frontend,2026-08-12T07:08:20Z,2026-08-12T09:56:57Z,https://github.com/apache/superset/pull/43082
43083,dependabot[bot],True,dependency,chore(deps-dev): bump tsx from 4.23.5 to 4.23.7 in /superset-frontend,2026-08-12T07:08:50Z,2026-08-12T09:56:53Z,https://github.com/apache/superset/pull/43083
43087,vhogberg,False,fix,fix(box-plot): distribute across field not marked as required for datasets without a temporal column,2026-08-12T09:55:38Z,2026-08-13T20:15:52Z,https://github.com/apache/superset/pull/43087
43095,rusackas,False,fix,fix(embedded): restore chart rendering for guest dashboards,2026-08-12T17:37:41Z,2026-08-13T12:38:58Z,https://github.com/apache/superset/pull/43095
43096,michael-s-molina,False,dependency,feat: Use gridstack for the layout,2026-08-12T19:53:28Z,2026-08-13T18:57:22Z,https://github.com/apache/superset/pull/43096
43097,nytai,False,fix,fix(sql): only force a LIMIT onto query expressions,2026-08-12T23:03:56Z,2026-08-13T17:43:45Z,https://github.com/apache/superset/pull/43097
43099,rusackas,False,fix,fix(sql): rebase Dremio dialect on sqlglot's native dialect,2026-08-13T02:01:16Z,2026-08-13T20:16:06Z,https://github.com/apache/superset/pull/43099
43101,rusackas,False,other,"chore(duckdb): remove cursor.description workaround, no longer reproducible",2026-08-13T05:38:31Z,2026-08-13T20:16:17Z,https://github.com/apache/superset/pull/43101
43102,dependabot[bot],True,dependency,chore(deps): bump actions/setup-java from 5.6.0 to 5.7.0,2026-08-13T07:07:08Z,2026-08-13T09:33:26Z,https://github.com/apache/superset/pull/43102
43103,dependabot[bot],True,dependency,chore(deps): bump the ag-grid group across 1 directory with 2 updates,2026-08-13T07:07:55Z,2026-08-13T13:50:20Z,https://github.com/apache/superset/pull/43103
43104,dependabot[bot],True,dependency,chore(deps): bump immer from 11.1.15 to 11.1.16 in /superset-frontend,2026-08-13T07:08:49Z,2026-08-13T09:33:22Z,https://github.com/apache/superset/pull/43104
43105,dependabot[bot],True,dependency,chore(deps): bump mapbox-gl from 3.27.0 to 3.28.0 in /superset-frontend,2026-08-13T07:09:15Z,2026-08-13T09:33:18Z,https://github.com/apache/superset/pull/43105
43106,dependabot[bot],True,dependency,chore(deps-dev): bump tsx from 4.23.7 to 4.23.9 in /superset-frontend,2026-08-13T07:12:01Z,2026-08-13T09:33:14Z,https://github.com/apache/superset/pull/43106
43107,dependabot[bot],True,dependency,chore(deps): bump core-js from 3.49.0 to 3.50.0 in /superset-frontend,2026-08-13T07:12:30Z,2026-08-13T09:33:09Z,https://github.com/apache/superset/pull/43107
43109,krishn1301,False,other,docs: document the zstd prerequisite for the frontend dev server,2026-08-13T10:06:25Z,2026-08-14T13:41:13Z,https://github.com/apache/superset/pull/43109
43110,aminghadersohi,False,fix,fix(db_engine_specs): skip malformed third-party dialect entry points,2026-08-13T12:55:14Z,2026-08-17T21:10:06Z,https://github.com/apache/superset/pull/43110
43111,alexandrusoare,False,fix,fix(embedded): block custom SQL injection in guest user chart payloads,2026-08-13T12:55:29Z,2026-08-21T14:05:41Z,https://github.com/apache/superset/pull/43111
43114,sadpandajoe,False,fix,fix(ci): format ErrorMessage tests,2026-08-13T14:07:28Z,2026-08-13T20:19:09Z,https://github.com/apache/superset/pull/43114
43115,WhoamiI00,False,fix,fix(explore): show the empty state when Samples returns no result payload,2026-08-13T14:45:34Z,2026-08-20T18:00:55Z,https://github.com/apache/superset/pull/43115
43127,I3eka,False,fix,fix(sql): handle ORDER BY in embedded MSSQL queries,2026-08-13T16:04:30Z,2026-08-14T18:07:11Z,https://github.com/apache/superset/pull/43127
43128,I3eka,False,fix,fix(mcp): validate chart queries before persistence,2026-08-13T16:04:34Z,2026-08-15T00:48:20Z,https://github.com/apache/superset/pull/43128
43129,I3eka,False,fix,fix(mcp): validate virtual dataset metadata and surface errors,2026-08-13T16:04:37Z,2026-08-19T17:50:38Z,https://github.com/apache/superset/pull/43129
43130,I3eka,False,fix,fix(mcp): accept common chart input variants,2026-08-13T16:04:40Z,2026-08-25T22:22:53Z,https://github.com/apache/superset/pull/43130
43131,I3eka,False,fix,fix(mcp): defer unknown numeric types to compile,2026-08-13T16:04:44Z,2026-08-25T22:35:00Z,https://github.com/apache/superset/pull/43131
43139,sadpandajoe,False,fix,fix(plugin-chart-table): guard row-indexed comparison-color lookups against undefined entries,2026-08-13T19:00:22Z,2026-08-24T18:45:26Z,https://github.com/apache/superset/pull/43139
43140,nytai,False,fix,fix(dashboard): report the real error when saving a dashboard fails,2026-08-13T19:49:41Z,2026-08-18T00:51:29Z,https://github.com/apache/superset/pull/43140
43142,sadpandajoe,False,other,chore: update CODEOWNERS for extension and config files,2026-08-13T20:10:52Z,2026-08-13T20:33:50Z,https://github.com/apache/superset/pull/43142
43143,DanielSwift1992,False,other,chore: fix stale developer_portal paths,2026-08-13T20:11:23Z,2026-08-14T13:12:09Z,https://github.com/apache/superset/pull/43143
43145,eschutho,False,fix,fix(sql_lab): return 400 not 500 when raise_for_access hits malformed Jinja in results.py,2026-08-13T21:25:43Z,2026-08-14T22:02:47Z,https://github.com/apache/superset/pull/43145
43146,sadpandajoe,False,fix,fix(explore): clear stale custom time-shift date error,2026-08-14T00:11:33Z,2026-08-24T18:46:49Z,https://github.com/apache/superset/pull/43146
43147,sadpandajoe,False,fix,fix(sqllab): stop copying a permalink when opening a saved query,2026-08-14T00:20:17Z,2026-08-20T22:44:20Z,https://github.com/apache/superset/pull/43147
43148,sadpandajoe,False,fix,fix(explore): samples endpoint now honors requested row limit,2026-08-14T00:36:53Z,2026-08-18T16:28:04Z,https://github.com/apache/superset/pull/43148
43149,NoiceHax,False,fix,fix(cache): fall back to default timeout when cache_timeout is None,2026-08-14T05:07:32Z,2026-08-28T04:50:53Z,https://github.com/apache/superset/pull/43149
43151,NoiceHax,False,fix,"fix(embedded): honor ""can view query"" permission for guest users",2026-08-14T05:08:27Z,2026-08-28T04:49:53Z,https://github.com/apache/superset/pull/43151
43152,rusackas,False,fix,fix(examples): migrate Life Expectancy VS Rural % example off the removed legacy bubble viz_type,2026-08-14T05:53:08Z,2026-08-14T17:27:14Z,https://github.com/apache/superset/pull/43152
43154,dependabot[bot],True,dependency,chore(deps): bump the storybook group in /docs with 2 updates,2026-08-14T07:09:38Z,2026-08-14T09:34:25Z,https://github.com/apache/superset/pull/43154
43155,dependabot[bot],True,dependency,chore(deps-dev): bump the storybook group in /superset-frontend with 5 updates,2026-08-14T07:11:10Z,2026-08-14T09:34:21Z,https://github.com/apache/superset/pull/43155
43156,dependabot[bot],True,dependency,chore(deps): bump mapbox-gl from 3.28.0 to 3.28.1 in /superset-frontend,2026-08-14T07:12:19Z,2026-08-14T09:34:17Z,https://github.com/apache/superset/pull/43156
43157,dependabot[bot],True,dependency,chore(deps-dev): bump tsx from 4.23.9 to 4.23.10 in /superset-frontend,2026-08-14T07:12:48Z,2026-08-14T09:34:13Z,https://github.com/apache/superset/pull/43157
43158,dependabot[bot],True,dependency,chore(deps): bump dompurify from 3.4.12 to 3.4.13 in /superset-frontend,2026-08-14T07:13:19Z,2026-08-14T09:34:10Z,https://github.com/apache/superset/pull/43158
